,P&R Ball Handler,Spot-Up,Transition,ISO,Post-Up,P&R Roll Man,Cut,Offensive Rebound,Off Screen,Hand Off,Total
Stefano Bossi,8,4,2,1,0,0,0,0,0,0,15
Salvatore Genovese,0,4,1,0,0,1,0,1,0,0,7
Andrea Coronica,2,14,1,0,0,1,11,11,1,0,41
Alessandro Cittadini,0,4,0,0,4,4,7,7,0,0,26
Andrea Pecile,2,2,1,0,0,0,0,1,0,0,6
Alessandro Simioni,0,16,2,1,11,12,6,8,0,0,56
Curtis Nwohuocha,0,0,0,0,2,0,0,1,0,0,3
Michele Ruzzier,420,172,65,22,0,0,10,18,13,38,758
Alessandro Piazza,4,3,0,1,1,0,0,0,0,1,10
Justin Knox,1,72,14,2,136,111,107,78,7,0,528
Alex Legion,37,40,13,24,0,0,2,6,22,1,145
Stefano Mancinelli,1,51,11,2,55,13,9,9,0,0,151
Marco Evangelisti,4,2,2,0,2,0,0,0,1,2,13
Luca Campogrande,26,97,28,1,0,0,8,24,13,4,201
Albano Chiarastella,0,3,0,0,1,0,3,2,0,0,9
Damen Bell-Holter,0,1,1,0,1,0,1,1,0,0,5
Luca Gandini,0,1,0,0,3,2,1,6,0,0,13
Leonardo Candi,166,86,48,11,1,0,2,17,5,4,340
Nazzareno Italiano,0,2,0,0,1,1,0,1,3,0,8
Ruben Zugno,5,0,2,2,0,0,1,1,0,0,11
Daniele Cinciarini,38,38,14,9,2,0,2,9,10,4,126
Innocenzo Ferraro,0,1,2,0,2,0,0,0,0,0,5
Matteo Montano,2,0,0,0,0,0,1,1,0,1,5
Quirino De Laurentis,0,2,0,0,1,0,2,1,0,0,6
Ryan Bucci,3,0,0,1,0,0,0,1,1,0,6
Giuseppe Cuffaro,1,0,0,0,0,0,0,0,0,0,1
Gasper Vidmar,0,23,77,19,618,298,333,432,1,0,1801
Michael Bramos,128,351,97,14,6,1,38,48,153,13,849
Jaime Smith,370,78,37,34,0,0,4,10,22,25,580
Dyshawn Pierre,57,297,140,95,362,11,58,160,37,11,1228
MarQuez Haynes,439,164,69,107,6,0,8,23,70,20,906
Austin Daye,97,323,112,126,226,49,62,47,74,8,1124
Mitchell Watt,1,90,63,30,366,193,193,133,13,2,1084
Andrea De Nicolao,368,111,43,27,0,0,10,32,23,9,623
Marco Spissu,301,150,55,14,0,0,5,21,18,29,593
Bruno Cerella,11,54,18,0,1,1,4,11,5,0,105
Stefano Tonut,266,122,85,61,0,0,12,23,41,8,618
Stefano Gentile,222,113,73,12,3,0,24,29,15,11,502
Julyan Stone,278,158,78,68,63,0,20,83,11,1,760
Valerio Mazzola,2,91,14,0,15,17,8,21,4,1,173
Marco Giuri,55,38,10,9,4,0,5,4,7,1,133
Daniele Magro,0,1,2,0,8,18,9,22,0,0,60
Travis Diener,451,91,59,37,1,0,3,19,14,23,698
Drew Crawford,197,359,157,66,91,12,66,54,76,21,1099
Mangok Mathiang,1,34,58,2,124,120,124,185,0,2,650
Peyton Aldridge,10,279,78,6,57,39,29,52,27,4,581
Wesley Saunders,349,187,119,59,108,0,47,119,24,14,1026
Giampaolo Ricci,1,202,63,4,118,72,35,72,19,3,589
Giulio Gazzotti,1,13,6,0,10,14,16,26,0,0,86
Giacomo Sanguinetti,43,11,2,2,0,0,1,2,1,2,64
Andrea Cinciarini,223,90,58,21,0,0,7,25,2,9,435
Vladimir Micov,482,623,167,88,207,22,97,81,156,38,1961
Kaleb Tarczewski,0,1,37,0,40,91,69,103,0,0,341
Christian Burns,10,165,91,60,135,77,65,106,18,6,733
Simone Fontecchio,28,148,53,11,50,4,26,27,16,6,369
Devyn Marble,272,114,92,75,13,0,17,29,41,41,694
Dustin Hogue,1,102,81,26,158,141,153,215,8,1,886
Andres Forray,219,139,43,20,16,0,22,26,12,20,517
Diego Flaccadori,202,101,52,36,1,0,24,17,28,21,482
Fabio Mian,25,85,25,3,3,0,4,12,67,8,232
Davide Pascolo,2,54,31,9,87,23,76,79,3,1,365
Davide Casarin,4,2,3,0,0,0,0,0,2,0,11
Patric Young,0,5,30,8,153,109,118,141,1,0,565
Ojars Silins,13,222,55,3,10,22,20,32,23,3,403
Keifer Sykes,428,128,94,105,0,0,25,25,53,19,877
Ariel Filloy,372,122,26,19,2,0,20,29,43,15,648
Curtis Jerrells,650,193,63,218,3,0,5,19,24,15,1190
Chris Wright,348,80,99,31,6,0,13,15,9,14,615
Jamarr Sanders,221,151,78,19,5,0,26,41,32,8,581
Juan Fernandez,456,101,31,22,0,0,6,6,37,20,679
Hrvoje Peric,10,151,82,9,147,52,91,60,9,1,612
Arturs Strautins,47,108,49,9,16,2,19,32,11,2,295
Riccardo Moraschini,236,174,74,78,47,0,13,11,33,11,677
Adrian Banks,527,155,127,68,9,1,29,29,140,50,1135
Jeremy Chappell,523,445,341,100,73,5,124,167,177,81,2036
John Brown,1,77,67,16,164,117,145,146,14,2,749
Tony Gaffney,26,276,130,27,63,75,129,99,17,3,845
Phil Greene,50,37,8,9,0,0,0,5,5,3,117
Erik Rush,7,94,25,19,13,5,27,30,5,1,226
Alessandro Zanelli,158,73,27,11,1,0,10,16,16,7,319
Lorenzo D'Ercole,45,61,11,12,0,0,8,3,2,2,144
Amedeo Della Valle,114,104,50,10,6,1,7,10,39,7,348
Giacomo DeVecchi,0,16,1,0,0,0,0,2,1,1,21
Wes Clark,364,99,56,65,0,0,6,14,22,13,639
Gianluca Della Rosa,103,63,11,11,0,0,1,12,4,6,211
L.J. Peak,136,124,76,33,7,2,13,24,25,8,448
Jacob Odum,84,21,12,6,2,1,2,6,2,4,140
Riccardo Bolpin,85,55,28,14,1,0,3,4,10,6,206
Luca Campani,0,12,2,0,5,8,16,7,0,0,50
Lorenzo Querci,4,3,3,1,0,0,1,0,2,0,14
Andrea Crosariol,0,7,11,3,73,46,43,50,2,1,236
Stefano Spizzichini,1,11,3,4,13,5,16,15,0,0,68
Angelo Del Chiaro,0,1,1,0,1,1,0,0,0,0,4
Antonino Sabatino,5,7,1,3,0,0,0,0,1,0,17
Raphael Gaspardo,5,129,56,5,29,36,43,52,2,0,357
Benjamin Ortner,1,19,3,1,27,38,35,35,0,0,159
Niccolo De Vico,13,124,31,7,16,8,21,21,17,5,263
Darius Johnson-Odom,372,137,151,87,13,0,13,15,32,19,839
Micheal Dixon,158,32,27,10,0,0,3,1,9,6,246
Alessandro Vigori,0,0,0,0,2,9,0,2,0,0,13
Federico Mussini,188,103,57,16,0,1,10,18,23,15,431
Riccardo Cervi,1,11,7,0,73,53,42,72,0,0,259
Frank Gaines,526,394,309,75,11,7,83,41,164,116,1726
Davon Jefferson,16,87,194,186,429,309,271,313,11,1,1817
Tony Carr,235,76,54,65,6,0,15,13,17,19,500
Andrea La Torre,10,61,12,2,4,1,6,14,2,4,116
Gerry Blakes,337,82,96,53,13,0,25,17,29,16,668
Shaheed Davis,1,25,19,6,29,22,51,67,0,0,220
Tyler Stone,18,224,138,123,120,73,61,94,38,6,895
Jamil Wilson,26,110,36,36,57,18,18,24,15,2,342
Diego Monaldi,117,44,15,11,0,0,6,7,6,7,213
James Blackmon,357,159,151,58,2,2,18,25,94,76,942
Dezmine Wells,53,38,40,30,10,0,3,5,7,5,191
Simone Zanotti,1,100,18,9,31,23,24,55,1,1,263
Marco Cusin,0,11,4,0,24,31,26,24,0,0,120
Andrea Ancellotti,0,18,4,0,11,15,8,19,0,0,75
Marco Portannese,17,40,18,5,0,0,2,5,5,8,100
Simon Anumba,0,2,2,0,0,1,2,6,0,1,14
Alexander Shashkov,0,12,7,0,3,5,4,4,2,1,38
Federico Tognacci,3,4,0,0,0,0,0,0,0,0,7
James McAdoo,0,41,51,6,66,81,59,62,6,2,374
Luca Conti,5,2,0,0,0,0,4,6,0,0,17
Vincenzo Guaiana,5,2,1,1,0,0,0,1,0,0,10
Morgillo Alessandro,0,0,0,0,0,0,1,1,0,1,3
Mattia Stodo,0,1,0,0,0,0,0,0,0,0,1
Awudu Abass,217,165,102,51,79,2,46,41,59,23,785
Gerald Beverly,0,4,12,0,26,94,49,61,0,0,246
David Moss,122,95,22,14,101,3,23,37,24,5,446
Jordan Hamilton,125,201,174,177,99,41,44,80,55,13,1009
Andrea Zerini,0,26,7,0,27,63,35,64,2,0,224
Jared Cunningham,308,169,153,51,4,0,73,30,94,26,908
Brian Sacchetti,4,139,37,7,47,24,18,28,5,0,309
Tommaso Laquintana,244,69,42,15,0,0,10,32,1,8,421
Matteo Caroli,1,0,0,0,0,0,0,0,0,0,1
Giacomo Veronesi,1,2,2,0,0,0,0,0,0,0,5
Amath M'Baye,5,125,24,59,77,11,13,29,27,2,372
Kelvin Martin,74,163,98,61,53,11,36,62,25,3,586
Toni Taylor,320,64,34,76,7,0,5,20,3,8,537
Jean Salumu,236,138,48,33,2,1,20,25,36,19,558
Brian Qvale,0,24,56,10,633,396,320,268,20,0,1727
David Cournooh,68,74,41,6,3,0,14,9,3,4,222
Filippo Baldi Rossi,0,78,22,3,62,17,17,35,7,2,243
Alessandro Pajola,85,34,21,7,6,0,11,8,3,2,177
Giancarlo Ferrero,9,157,20,5,7,17,8,19,3,2,247
Matteo Tambone,207,102,23,17,0,1,1,7,16,14,388
Antonio Iannuzzi,0,12,7,0,27,33,22,36,0,0,137
Matteo Berti,0,0,0,0,0,0,1,1,0,0,2
Tekele Cotton,300,224,123,74,13,2,35,39,27,10,847
Maurizio Tassone,26,29,6,0,1,0,5,3,4,2,76
Salvatore Parrillo,3,26,6,0,0,0,2,9,2,0,48
Paul Biligha,0,20,11,1,65,46,46,41,0,1,231
DJ Kennedy,9,6,4,4,8,1,4,9,1,1,47
Nicola Natali,6,55,9,1,0,4,5,13,4,0,97
Luca Lechthaler,0,0,0,0,2,1,4,4,0,0,11
Andrea Mezzanotte,2,61,10,0,9,5,8,16,1,0,112
Mario Chalmers,37,8,7,12,1,0,0,3,0,5,73
Jakub Wojciechowski,0,24,9,0,14,35,26,23,2,1,134
Alessandro Cappelletti,19,9,5,5,0,0,1,3,2,2,46
Lamond Murray,71,114,75,15,35,3,26,69,87,23,518
Marco Antonio Re,0,1,2,1,0,0,0,0,0,0,4
Mouhamet Diouf,0,2,0,0,1,0,1,0,0,0,4
Ousmane Diop,0,1,0,0,2,4,5,8,0,0,20
Matteo Martini,23,27,11,3,0,0,0,5,10,0,79
Vittorio Lazzari,0,1,0,1,0,0,0,0,0,0,2
Luca Dalco,0,2,0,0,0,0,0,0,1,0,3
Deron Washington,8,48,16,5,12,1,7,14,2,0,113
Francesco De Capitani,0,0,0,0,0,0,1,0,0,0,1
Federico Ferraris,1,1,0,0,0,0,0,0,0,0,2
Luca Severini,0,50,5,0,5,6,10,14,0,0,90
Kelvin Rivers,98,33,14,38,10,0,2,8,13,4,220
Tre Demps,84,54,32,34,1,0,5,6,11,9,236
Arturas Gudaitis,0,3,8,4,62,28,32,33,0,0,170
Christian Gatto,0,0,0,0,0,0,0,0,0,0,0
Jacopo Soviero,2,1,0,0,0,0,0,0,0,0,3
Eric Mika,0,4,13,3,57,63,46,51,4,0,241
Luca Pappalardo,0,1,0,0,0,0,0,0,0,0,1
Francesco Quaglia,0,1,0,0,0,0,2,1,0,0,4
Tomas Kyzlink,70,58,32,14,4,3,17,13,17,8,236
Pablo Bertone,14,5,5,0,0,0,1,0,4,2,31
Victor Rudd,169,255,141,108,152,17,38,62,25,13,980
Marco Ceron,7,14,6,1,0,0,0,2,4,0,34
Jonathan Tavernari,1,8,5,1,0,0,2,3,2,4,26
Riccardo Julio Ledo,106,22,30,24,1,0,4,9,22,9,227
Tyshawn Taylor,59,14,19,7,0,0,2,4,3,1,109
Simone Giunta,0,1,0,0,0,0,0,0,0,0,1
Alessandro Cipolla,0,0,0,0,0,0,0,1,0,0,1
Nicolo Cazzolato,0,1,0,0,0,0,0,0,0,0,1
Marco Di Pizzo,0,0,0,0,0,1,0,0,0,0,1
Mihajlo Jerkovic,0,0,0,0,0,0,0,1,0,0,1
Luigi Genovese,0,0,0,0,0,0,0,1,0,0,1
Riccardo Musumeci,0,0,0,0,0,0,1,0,0,0,1
Luciano Parodi,3,5,1,0,0,0,0,2,0,0,11
Matteo Schina,1,1,1,0,0,0,0,1,0,1,5
Omar Calhoun,6,4,0,1,0,0,2,0,0,0,13
Ethan Happ,1,13,30,23,79,37,42,43,1,0,269
Josh Owens,1,1,71,1,129,229,142,181,1,1,757
Nicola Akele,0,47,12,2,9,9,27,24,1,0,131
Jordan Mathews,31,52,30,5,0,0,6,11,10,3,148
Derek Pardon,1,3,6,0,29,24,20,36,0,0,119
Giussepe Poeta,128,27,10,10,0,0,1,0,2,9,187
Matteo Fantinelli,87,18,14,11,16,0,15,20,2,6,189
Henry Sims,0,21,6,7,79,37,48,29,4,1,232
Kassius Robertson,407,169,59,62,2,3,16,16,59,24,817
Amedeo Tessitori,0,29,5,4,55,26,29,27,2,0,177
Maarty Leunen,1,57,5,2,23,21,8,17,3,1,138
Lorenzo Uglietti,84,39,17,5,0,0,4,14,4,5,172
Edward Daniel,2,40,23,16,55,71,85,73,2,0,367
Matteo Imbro,55,15,4,3,0,0,0,1,3,4,85
Davide Alviti,13,28,13,1,0,0,1,4,11,2,73
Rok Stipcevic,225,67,35,18,0,0,1,20,9,6,381
Matteo Chillo,0,19,8,0,4,10,14,13,0,0,68
Dwayne Evans,13,292,204,96,324,127,123,209,63,1,1452
Dequan Jones,30,85,58,15,29,1,14,16,20,2,270
Dwight Coleby,0,4,11,4,77,45,23,52,1,0,217
Kodi Justice,237,117,58,47,3,0,6,17,42,20,547
Richard Hickman,152,64,42,12,1,0,1,8,7,7,294
Jeremy Chappel,609,484,369,106,85,5,136,193,207,83,2277
Kevarrius Hayes,1,9,10,1,16,36,34,57,1,0,165
Cameron Young,81,61,31,21,6,1,2,6,26,6,241
Jeremiah Wilson,6,190,40,33,45,80,28,65,23,1,511
Gabriele Procida,0,4,1,0,0,0,0,0,2,0,7
Jason Burnell,5,60,19,5,63,13,12,35,2,1,215
Rashard Kelly,10,99,81,46,90,64,83,75,6,3,557
DeAndre Lansdowne,581,343,206,93,12,0,69,63,164,109,1640
Trice Travis,16,4,0,5,0,0,0,2,1,2,30
Angelo Warner,45,19,10,3,0,0,0,2,3,2,84
Jerome Dyson,222,39,59,33,4,1,4,12,13,7,394
Amar Alibegovic,1,50,22,3,39,28,25,38,3,0,209
Justin Johnson,0,44,22,9,68,62,31,33,4,1,274
Carl Wheatle,6,36,15,2,1,8,6,23,1,1,99
Tommaso Baldasso,110,41,13,6,1,0,5,9,6,6,197
Roberto Rullo,19,10,6,0,1,0,4,1,0,5,46
Giovanni Pini,0,9,8,1,23,15,22,16,0,0,94
Troy Williams,47,22,33,6,0,0,6,4,15,12,145
Leonardo Tote,0,3,7,0,18,22,24,30,0,0,104
Vasilije Pusica,211,51,17,14,9,0,7,14,7,11,341
Paul Eboua,5,37,14,4,12,19,18,45,2,0,156
Jaylen Barford,207,41,62,52,6,1,5,15,32,20,441
Milos Teodosic,1237,301,127,70,44,2,21,36,204,141,2183
Vince Hunter,11,70,159,45,126,257,211,184,3,1,1067
Henri Drell,34,33,15,14,1,1,4,6,10,3,121
Zach Thomas,9,47,19,6,13,6,11,17,9,1,138
Federico Miaschi,10,19,11,4,0,0,5,13,3,2,67
Lorenzo Deri,4,2,1,0,0,0,0,0,0,1,8
Stefan Nikolic,3,0,2,1,1,0,6,2,1,0,16
Luis Scola,0,25,12,0,64,16,8,12,3,0,140
Darius Thompson,110,41,47,16,3,0,12,18,22,4,273
Jason Clark,390,179,104,37,8,1,14,29,65,29,856
Jeremy Simmons,0,19,9,0,32,19,34,73,1,0,187
LJ Peak,36,71,32,4,1,1,9,15,12,4,185
Ingus Jakovics,411,140,93,45,0,0,5,27,23,18,762
Aristide Landi,0,48,12,1,13,34,7,18,5,4,142
Derek Cooke,0,10,43,11,42,39,60,117,0,0,322
Francesco Gravaghi,0,1,1,0,1,0,1,1,0,1,6
Malachi Richardson,15,23,16,12,0,0,2,3,7,0,78
Lorenzo Bucarelli,2,4,3,0,0,0,0,4,0,0,13
Iris Ikangi,8,19,6,0,0,0,2,3,3,1,42
Charles Cooke,44,35,24,14,2,0,8,9,15,10,161
Nicolo Dellosto,0,7,1,1,0,0,3,1,0,0,13
George King,7,32,20,0,2,0,7,8,16,1,93
Jonathan Elmore,139,44,14,8,0,0,1,6,8,11,231
Lorenzo Piccin,3,2,0,0,0,0,1,0,0,0,6
Yancarlos Rodriguez,23,14,7,4,0,0,1,1,2,0,52
Jamel McLean,7,126,93,112,431,190,199,304,4,1,1467
Topias Palmi,7,36,9,1,0,0,3,3,2,2,63
Clint Chapman,1,66,37,11,51,91,51,37,5,1,351
Tommaso Guariglia,0,1,0,0,4,1,2,3,0,0,11
Luca Infante,0,4,0,0,0,0,0,1,0,0,5
Michael Moore,1,18,2,2,0,2,6,4,0,0,35
Corban Collins,67,29,9,11,0,0,1,2,10,5,134
Shelvin Mack,61,16,17,4,0,0,2,1,2,1,104
Andrea Quarisa,1,0,1,0,0,0,2,1,0,0,5
Beniamino Basso,0,0,2,0,0,0,0,1,0,0,3
Giga Janelidze,0,0,0,0,0,1,0,0,0,0,1
Matt Tiby,0,7,4,1,4,2,4,1,0,0,23
DeShawn Stephens,0,1,5,1,7,7,10,6,0,0,37
Francesco Pellegrino,0,0,0,0,1,0,0,3,0,0,4
Matthew Tiby,4,97,51,4,62,74,42,68,13,0,415
Bogdan Radosavljevic,2,147,86,18,432,307,244,228,14,2,1480
William Farley,1,2,1,0,0,0,0,0,1,0,5
Riccardo Cattapan,0,0,0,0,1,1,0,0,0,0,2
Oguz Savas,0,51,26,12,263,130,120,130,4,1,737
Manuchar Markoishvili,107,224,71,32,11,1,23,31,83,12,595
Furkan Aldemir,0,8,34,0,73,173,130,266,0,0,684
Linas Kleiza,10,82,31,20,55,4,12,16,24,13,267
Sinan Guler,1598,534,244,163,7,2,41,93,48,65,2795
Emir Preldzic,578,361,146,154,158,17,51,91,22,16,1594
Melih Mahmutoglu,511,636,247,89,0,1,24,31,194,43,1776
Zoran Erceg,4,311,78,21,135,71,78,55,40,4,797
Bojan Bogdanovic,171,79,83,56,58,1,22,12,26,8,516
Goksenin Koksal,237,532,360,118,71,0,73,210,25,26,1652
Omer Onan,65,76,40,11,0,0,1,9,8,5,215
Cenk Akyol,126,219,53,26,2,0,8,33,92,20,579
Nemanja Bjelica,33,178,64,95,52,23,52,105,19,8,629
Erwin Dudley,2,44,9,7,69,24,23,54,3,0,235
Pops Mensah-Bonsu,1,34,26,24,139,84,107,102,1,0,518
Engin Atsur,652,177,89,69,6,0,35,18,44,52,1142
James Metecan Birsen,26,69,29,9,9,5,26,26,8,2,209
Berk Ugurlu,554,206,131,94,2,0,31,58,15,17,1108
Izzet Turkyilmaz,0,82,16,4,21,19,31,30,2,0,205
Ender Arslan,972,240,85,127,0,0,2,20,10,35,1491
Cevher Ozer,1,373,32,15,169,100,44,92,48,3,877
Ermal Kurtoglu,1,26,6,6,97,40,22,21,1,0,220
Sammy Mejia,522,178,88,139,35,1,30,74,44,10,1121
Keith Simmons,79,259,94,45,77,1,52,94,9,3,713
Charles Davis,26,109,60,250,407,70,75,88,5,0,1090
Erkan Veyseloglu,198,364,141,34,56,2,161,149,25,15,1145
Jawad Williams,13,278,68,86,223,98,29,86,48,5,934
Egemen Guven,0,21,33,4,99,102,123,109,0,0,491
Caner Topaloglu,81,172,69,52,13,2,55,59,43,12,558
Tomislav Ruzic,1,262,15,7,93,181,76,109,3,4,751
Ryan Broekhoff,103,404,204,29,13,3,55,188,109,30,1138
Mehmet Yagmur,778,315,118,83,0,1,18,66,19,31,1429
Gokhan Sirin,2,65,17,7,2,10,16,14,3,1,137
Muratcan Guler,135,134,74,24,2,0,9,46,25,8,457
Samet Geyik,7,231,48,31,113,81,98,202,5,2,818
Marcus Denmon,609,258,240,259,4,0,19,66,194,37,1686
Evren Buker,553,204,65,87,6,0,19,42,24,4,1004
Serhat Cetin,186,165,62,39,0,0,8,10,90,10,570
Dogan Senli,0,94,26,2,44,108,81,85,1,0,441
Safak Edge,557,249,61,35,2,0,10,26,22,24,986
Bradley Buckman,1,69,14,10,40,29,30,53,3,1,250
Jamon Lucas,826,129,86,153,97,1,39,53,9,19,1412
Cedi Osman,146,546,274,66,47,7,50,112,52,14,1314
Dogus Balbay,311,355,202,44,8,0,126,224,7,26,1303
Kerem Gonlum,1,57,49,12,114,104,140,144,2,0,623
Dusko Savanovic,29,323,103,108,251,87,137,122,45,9,1214
Birkan Batuk,153,499,156,24,5,1,21,91,110,30,1090
Zoran Planinic,234,47,41,62,52,0,4,15,3,8,466
Christopher Warren,998,177,216,212,0,1,11,32,69,31,1747
Alper Saruhan,91,184,65,27,8,1,16,30,20,15,457
Orhan Aydin Haciyeva,8,151,47,25,21,14,31,82,20,0,399
Elijah Holman,0,5,23,4,128,90,67,104,0,0,421
Ibrahim Yildirim,290,153,70,49,2,0,6,26,47,17,660
Miha Zupan,2,131,49,26,154,68,37,51,14,2,534
Ogun Sevinc,10,103,35,2,0,0,6,15,16,7,194
Yigitcan Turna,109,36,19,7,0,0,4,18,3,2,198
Mehmet Emre Boztepe,0,1,1,1,0,5,11,4,0,0,23
Ozcan Surucu,28,17,9,4,1,0,1,6,1,1,68
Ismail Hakan Demirel,65,40,8,19,0,0,2,3,1,2,140
Ali Karadeniz,2,21,44,28,106,19,92,93,3,0,408
Nusret Yildirim,2,140,38,13,45,36,50,101,2,1,428
Gerald Fitch,59,4,21,23,0,0,1,3,4,4,119
Erol Altan,19,42,36,5,0,0,14,27,4,4,151
Antwain Barbour,110,72,98,124,22,0,19,28,59,12,544
Tibet Ilhan,0,11,2,0,0,0,0,2,0,1,16
Tayfun Erulku,249,166,129,43,0,0,55,54,15,10,721
Levent Bilgin,1,65,3,3,17,16,11,12,1,2,131
Bugrahan Tuncer,630,156,133,71,5,0,39,44,45,32,1155
Henry Domercant,23,35,7,16,0,0,2,4,32,6,125
Kristaps Valters,485,147,67,26,0,0,15,31,19,23,813
Davud Kamer,1,1,7,1,63,20,34,25,0,0,152
Berkay Candan,11,450,135,12,90,51,82,148,27,7,1013
Clay Tucker,575,223,161,195,48,1,21,20,273,30,1547
Aleksandar Rasic,401,146,57,44,1,0,20,16,27,22,734
Vanja Plisnic,6,224,93,16,125,134,81,64,38,1,782
Ali Berent Kavaklioglu,119,52,17,14,0,0,3,5,3,3,216
Caner Erdeniz,43,201,83,18,9,1,66,57,9,12,499
Kerem Ozkan,49,71,25,7,7,3,8,16,5,5,196
Kaan Sariaslan,32,16,4,3,0,0,2,5,2,3,67
Kaya Peker,2,107,60,22,162,153,153,89,10,1,759
Adnan Onder Kulcebas,0,92,13,7,22,16,21,41,1,1,214
Tutku Acik,160,33,14,10,0,0,2,5,6,18,248
Can Maxim Mutaf,61,63,37,17,0,0,0,18,25,9,230
Caner Senturk,27,28,30,3,0,0,7,18,6,5,124
Erdinc Balto,0,26,9,0,0,1,1,7,2,0,46
Joshua Shipp,101,119,63,23,10,0,35,24,30,20,425
Ahmet Ali Erdogan,216,88,37,19,1,0,4,36,5,13,419
Ceyhun Altay,330,236,150,53,8,0,48,39,49,18,931
Cemal Nalga,0,14,14,3,159,111,116,102,0,1,520
Bora Hun Pacun,1,42,11,11,93,53,51,74,4,0,340
Melih Yildiz,70,57,32,21,3,0,10,16,26,4,239
Fikret Can Akin,178,80,20,30,0,0,2,13,3,5,331
Pertev Onguner,4,21,13,0,0,0,3,3,1,0,45
Gani Erdi Gulaslan,45,154,52,17,9,10,27,49,17,6,386
Serkan Mentese,187,63,24,16,2,0,6,20,5,7,330
Ali Isik,0,50,8,8,24,33,19,33,4,0,179
Umit Sonkol,2,175,31,5,103,64,78,103,14,1,576
Firat Toz,12,9,3,0,0,0,0,2,0,1,27
Ihsan Yalcin Azizmahmutogullari,0,6,4,0,2,2,2,2,1,0,19
Okan Bostanci,0,3,3,0,1,1,1,7,0,0,16
Dejan Borovnjak,1,50,33,6,170,185,120,113,1,1,680
Ernest Bremer,932,190,98,171,0,0,4,22,40,27,1484
Murat Goktas,3,187,34,5,2,14,8,40,7,0,300
Mutlu Akpinar,27,218,46,1,3,9,10,27,78,8,427
Mikko Koivisto,72,65,33,5,0,0,3,10,35,27,250
Can Ugur Ogut,801,321,56,184,0,3,7,46,52,24,1494
Sertac Sanli,2,82,32,3,196,378,190,232,0,1,1116
Derrick Low,337,36,34,47,2,0,6,6,6,10,484
Deniz Kilicli,1,21,29,16,194,198,199,126,5,0,789
Yunus Akcay,266,173,72,50,1,0,6,29,23,12,632
Burak Selen,2,68,34,6,37,28,46,41,5,1,268
Sean Williams,0,64,42,28,307,195,168,149,4,0,957
Cem Coskun,0,23,1,1,19,20,20,11,0,0,95
Fatih Solak,0,2,4,1,15,6,15,9,0,0,52
Reha Oz,19,123,30,31,23,3,7,13,43,2,294
Umar Atin,5,10,0,1,0,0,0,3,2,2,23
Faik Can Nurkan,10,1,1,2,0,0,0,1,0,0,15
Ayberk Olmaz,2,102,26,0,20,40,38,38,5,0,271
Baris Ermis,1431,226,199,142,34,0,45,57,18,20,2172
Erden Eryuz,36,28,1,5,3,0,0,7,1,0,81
Sertan Siyak,2,2,1,0,0,0,0,0,0,0,5
Jordan Theodore,1593,279,272,344,3,0,29,69,37,58,2684
Tomas Delininkaitis,350,131,70,56,1,0,3,14,43,21,689
Ahmet Murat Yolcu,7,8,1,0,0,0,1,1,0,0,18
Ramazan Tekin,0,5,10,1,65,64,41,56,1,0,243
Gokhan Aydin,5,4,4,1,0,0,0,1,0,0,15
Ugur Dokuyan,119,166,118,33,27,2,61,66,20,5,617
Muhammed Baygul,418,300,150,125,5,0,47,110,19,19,1193
Ladorable Harris,47,38,55,44,2,0,10,13,23,7,239
Kerem Tunceri,499,72,32,69,22,0,5,8,13,24,744
Dogukan Sanli,37,52,15,3,0,0,15,7,5,3,137
Troy Gillenwater,0,48,41,20,102,34,56,51,2,1,355
Kartal Ozmizrak,594,208,100,59,0,0,7,38,40,22,1068
Talat Alp Altunbey,1,7,5,0,1,5,5,7,0,0,31
Kenny Hasbrouck,18,16,10,3,0,0,1,0,10,0,58
Onur Calban,0,0,1,0,2,2,2,4,0,0,11
Dalenta Jamorel Stephens,0,0,2,0,0,1,1,2,0,0,6
Emircan Kosut,1,79,42,0,38,63,61,76,1,2,363
Kevin Anderson,232,71,49,73,0,0,3,19,14,21,482
Serhat Buker,0,0,0,0,1,2,0,1,0,0,4
Kerem Hotic,3,6,3,1,0,0,0,4,1,0,18
Kadir Bayram,141,59,33,23,0,0,4,15,5,8,288
Eren Beyaz,0,5,1,0,9,14,1,2,0,0,32
Dogukan Sonmez,0,7,2,3,29,22,26,21,0,0,110
Jawad Willimas,0,15,7,14,13,8,2,4,3,0,66
Semih Erden,0,19,53,12,608,216,198,213,2,0,1321
Omer Eren Ozteke,2,0,0,2,0,0,0,0,0,0,4
Valentin Pastal,16,139,37,1,20,4,69,72,10,4,372
Suacan Piskin,2,0,0,0,0,0,1,0,0,0,3
Polat Kaya,22,106,30,6,2,0,12,24,6,3,211
Huseyin Besok,0,4,2,0,5,5,2,1,0,0,19
Rifat Murat Kaya,20,27,9,10,0,0,3,9,3,4,85
Onur Kentli,1,6,0,0,1,0,2,4,1,0,15
Sean Marshall,282,263,217,113,149,1,119,106,59,40,1349
Cevat Alper Ozcan,42,26,10,7,0,0,1,5,1,9,101
Erdal Bibo,0,5,0,0,0,0,0,1,0,0,6
Jerome Jerry Randle,74,9,5,20,0,0,3,3,1,1,116
Hakan Koseoglu,132,31,53,54,1,0,2,5,3,5,286
Sundiata Gaines,42,13,12,16,4,0,2,8,2,1,100
Kenneth Brian Hosbrouck,14,18,8,8,0,0,0,2,12,2,64
